SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_MT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
MG,Coronel Fabriciano,EE ALBERTO GIOVANNINI,2,1,224,0.0,179,79.91,495.44,Grupo 3,65.2,74.86,72.4,23.1,4.5,Maior que 90 alunos
MG,Coronel Fabriciano,EE DOUTOR JOAQUIM GOMES DA SILVEIRA NETO,2,1,103,0.0,53,51.46,471.74,Grupo 3,72.7,77.36,85.3,6.2,8.5,Maior que 90 alunos
MG,Coronel Fabriciano,EE RAULINO COTTA PACHECO,2,1,54,0.0,40,74.07,454.51,Grupo 4,72.6,72.5,72.3,25.9,1.8,De 31 a 60 alunos
MG,Coronel Fabriciano,EE ROTILDINO AVELINO,2,1,108,0.0,60,55.56,450.27,Grupo 3,71.3,86.67,82.5,9.7,7.8,Maior que 90 alunos
MG,Ipatinga,EE JOAO XXIII,2,1,450,0.0,386,85.78,497.89,Grupo 3,93.6,68.65,89.9,8.0,2.1,Maior que 90 alunos
MG,Ipatinga,EE MAURILIO ALBANESE NOVAES,2,1,232,0.0,201,86.64,485.74,Grupo 4,68.9,70.65,88.4,11.2,0.4,Maior que 90 alunos
MG,Ipatinga,COLEGIO TIRADENTES PMMG,2,1,88,0.0,78,88.64,536.57,Grupo 5,64.9,93.59,94.2,5.8,0.0,De 61 a 90 alunos
MG,Ipatinga,EE ENGENHEIRO AMARO LANARI JUNIOR,2,1,121,2.0,80,66.12,476.55,Grupo 3,84.0,82.5,65.8,22.5,11.7,Maior que 90 alunos
MG,Ipatinga,EE NACIF SELIM DE SALES,2,1,117,3.0,79,67.52,467.75,Grupo 3,73.6,72.15,89.4,10.6,0.0,Maior que 90 alunos
MG,Ipatinga,EE DONA CANUTA ROSA OLIVEIRA BARBOSA,2,1,354,5.0,225,63.56,471.74,Grupo 3,74.8,68.44,80.7,9.5,9.8,Maior que 90 alunos
MG,Ipatinga,EE SELIM JOSE DE SALLES,2,1,248,0.0,136,54.84,459.21,Grupo 3,70.3,74.26,79.5,9.3,11.2,Maior que 90 alunos
MG,Marliéria,EE LIBERATO DE CASTRO,2,1,20,0.0,11,55.0,518.02,Grupo 3,63.9,100.0,98.3,1.7,0.0,De 1 a 30 alunos
MG,Marliéria,EE HORTO BELEM,2,1,40,0.0,33,82.5,441.94,Grupo 3,63.9,84.85,97.1,2.9,0.0,De 31 a 60 alunos
MG,Santana do Paraíso,EE JOSE ROSA DAMASCENO,2,1,16,1.0,13,81.25,415.89,Grupo 3,52.8,76.92,88.5,8.2,3.3,De 1 a 30 alunos
MG,Santana do Paraíso,EE JOAQUIM ELIZIARIO DA SILVA,2,1,14,0.0,11,78.57,392.13,Grupo 3,45.8,0.0,77.4,16.7,5.9,De 1 a 30 alunos
MG,Timóteo,EE SAO SEBASTIAO,2,1,46,2.0,24,52.17,419.99,Grupo 3,76.7,83.33,85.3,8.6,6.1,De 31 a 60 alunos
MG,Timóteo,EE PROFESSORA ANA LETRO STAACKS,2,1,196,3.0,183,93.37,502.75,Grupo 4,69.6,74.86,83.0,16.9,0.1,Maior que 90 alunos
MG,Timóteo,EE ANTONIO SILVA,2,1,315,1.0,205,65.08,469.03,Grupo 3,83.7,82.44,71.5,15.7,12.8,Maior que 90 alunos
MG,Coronel Fabriciano,ESCOLA ANGELICA,4,1,25,0.0,22,88.0,556.56,Grupo 4,75.0,59.09,98.6,1.4,0.0,De 1 a 30 alunos
MG,Coronel Fabriciano,COL JOAO CALVINO,4,1,17,0.0,16,94.12,652.64,Grupo 5,61.8,50.0,94.3,5.7,0.0,De 1 a 30 alunos
MG,Coronel Fabriciano,COLEGIO UNIVERSITARIO PADRE DE MAN,4,1,92,0.0,79,85.87,578.39,Grupo 5,73.6,92.41,92.1,7.9,0.0,Maior que 90 alunos
MG,Ipatinga,ESC TEC VALE ACO,4,1,29,0.0,21,72.41,507.44,Grupo 4,72.7,85.71,98.8,0.0,1.2,De 1 a 30 alunos
MG,Ipatinga,COL EGIO JOHN WESLEY,4,1,43,0.0,34,79.07,541.73,Grupo 5,78.6,64.71,92.5,6.7,0.8,De 31 a 60 alunos
MG,Ipatinga,ESC TEC JUSCELINO KUBITSCHEK,4,1,41,0.0,29,70.73,522.25,Grupo 4,81.9,62.07,97.2,2.8,0.0,De 31 a 60 alunos
MG,Ipatinga,COLEGIO SAO FRANCISCO XAVIER - CARIRU,4,1,177,0.0,176,99.44,674.89,Grupo 5,86.6,89.77,92.8,7.2,0.0,Maior que 90 alunos
MG,Ipatinga,COL LEONARDO DA VINCI,4,1,22,1.0,21,95.45,569.51,Grupo 5,81.4,47.62,100.0,0.0,0.0,De 1 a 30 alunos
MG,Ipatinga,INST EDUC MAYRINK VIEIRA,4,1,33,0.0,32,96.97,633.36,Grupo 5,69.2,84.38,96.9,3.1,0.0,De 31 a 60 alunos
MG,Ipatinga,ESCOLA EDUCACAO CRIATIVA,4,1,124,0.0,123,99.19,714.07,Grupo 5,66.7,92.68,98.2,1.8,0.0,Maior que 90 alunos
MG,Timóteo,CENTRO EDUCACIONAL CATOLICA DO LESTE DE MINAS GERAIS,4,1,27,0.0,27,100.0,573.28,Grupo 5,75.3,62.96,91.0,9.0,0.0,De 1 a 30 alunos
MG,Casa Grande,EE SILVESTRE NUNES,2,1,32,1.0,18,56.25,472.4,Grupo 3,50.0,94.44,90.2,4.3,5.5,De 31 a 60 alunos
MG,Catas Altas da Noruega,EE GUSTAVO AUGUSTO DA SILVA,2,1,35,0.0,19,54.29,459.48,Grupo 3,1.4,89.47,89.8,7.9,2.3,De 31 a 60 alunos
MG,Congonhas,EE LAMARTINE DE FREITAS,2,1,346,1.0,178,51.45,463.51,Grupo 3,59.8,79.21,86.8,4.8,8.4,Maior que 90 alunos
MG,Conselheiro Lafaiete,EE PROFESSOR ASTOR VIANNA,2,1,28,0.0,15,53.57,458.2,Grupo 3,60.0,86.67,76.6,9.1,14.3,De 1 a 30 alunos
MG,Conselheiro Lafaiete,EE GERALDO BITTENCOURT,2,1,39,0.0,25,64.1,474.11,Grupo 3,79.8,76.0,92.2,5.0,2.8,De 31 a 60 alunos
MG,Conselheiro Lafaiete,EE MONSENHOR HORTA,2,1,322,2.0,215,66.77,477.14,Grupo 4,68.9,78.14,83.5,10.4,6.1,Maior que 90 alunos
MG,Conselheiro Lafaiete,EE LOPES FRANCO,2,1,19,1.0,14,73.68,480.8,Grupo 4,71.2,85.71,74.1,25.9,0.0,De 1 a 30 alunos
MG,Conselheiro Lafaiete,EE NARCISO DE QUEIROS,2,1,276,0.0,186,67.39,491.39,Grupo 4,71.3,80.65,78.6,12.5,8.9,Maior que 90 alunos
MG,Cristiano Otoni,EE CORONEL ALCIDES DUTRA,2,1,59,0.0,41,69.49,495.18,Grupo 3,61.2,100.0,83.3,12.2,4.5,De 31 a 60 alunos
MG,Entre Rios de Minas,EE EXPEDICIONARIO GERALDO BAETA,2,1,20,0.0,15,75.0,499.03,Grupo 3,55.6,100.0,90.8,3.9,5.3,De 1 a 30 alunos
MG,Entre Rios de Minas,EE PEDRO DOMINGUES,2,1,77,0.0,52,67.53,475.88,Grupo 3,65.3,78.85,88.2,9.4,2.4,De 61 a 90 alunos
MG,Entre Rios de Minas,EE RIBEIRO DE OLIVEIRA,2,1,48,0.0,44,91.67,539.3,Grupo 4,66.7,93.18,90.2,5.4,4.4,De 31 a 60 alunos
MG,Lamim,EE NAPOLEAO REIS,2,1,36,0.0,19,52.78,504.24,Grupo 3,80.6,94.74,93.4,0.7,5.9,De 31 a 60 alunos
MG,Ouro Branco,EE CONEGO LUIZ VIEIRA DA SILVA,2,1,146,0.0,95,65.07,465.83,Grupo 3,80.4,91.58,73.7,23.6,2.7,Maior que 90 alunos
MG,Ouro Branco,EE IRACEMA DE ALMEIDA,2,1,35,0.0,32,91.43,499.35,Grupo 3,63.9,59.38,83.5,12.6,3.9,De 31 a 60 alunos
MG,Piranga,EE CORONEL JOSE ILDEFONSO,2,1,116,1.0,77,66.38,475.28,Grupo 3,65.4,97.4,81.2,13.2,5.6,Maior que 90 alunos
MG,Piranga,EE ANTONIO DE PAULA DIAS,2,1,27,1.0,16,59.26,462.42,Grupo 2,33.3,93.75,87.8,8.5,3.7,De 1 a 30 alunos
MG,Queluzito,EE SANTO AMARO,2,1,13,0.0,11,84.62,496.63,Grupo 3,47.2,90.91,94.3,5.7,0.0,De 1 a 30 alunos
MG,São Brás do Suaçuí,EE DESEMBARGADOR APRIGIO RIBEIRO DE OLIVEIRA,2,1,28,0.0,19,67.86,500.57,Grupo 3,51.4,73.68,93.9,2.7,3.4,De 1 a 30 alunos
MG,Congonhas,COL N SRA DA PIEDADE,4,1,11,0.0,10,90.91,606.18,Grupo 5,78.9,80.0,98.1,1.9,0.0,De 1 a 30 alunos
MG,Congonhas,C EDUC TEC GAL EDMUNDO M S SILVA,4,1,35,0.0,34,97.14,607.94,Grupo 5,60.6,97.06,97.4,2.6,0.0,De 31 a 60 alunos
MG,Conselheiro Lafaiete,COL N SRA DE NAZARE,4,1,45,0.0,44,97.78,639.96,Grupo 6,67.1,93.18,97.5,2.5,0.0,De 31 a 60 alunos
MG,Conselheiro Lafaiete,EM NAPOLEAO REIS,3,1,67,0.0,60,89.55,473.43,Grupo 4,66.7,91.67,91.7,8.3,0.0,De 61 a 90 alunos
MG,Ouro Branco,COL BATISTA MINEIRO,4,1,13,0.0,10,76.92,607.23,Grupo 6,71.4,80.0,98.1,1.9,0.0,De 1 a 30 alunos
MG,Rio Espera,EE MONSENHOR FRANCISCO MIGUEL FERNANDES,2,1,61,0.0,40,65.57,456.37,Grupo 3,80.6,92.5,96.0,1.5,2.5,De 61 a 90 alunos
MG,Canápolis,EE SAO FRANCISCO DE ASSIS,2,1,81,2.0,53,65.43,447.37,Grupo 3,81.3,96.23,74.4,18.2,7.4,De 61 a 90 alunos
MG,Capinópolis,EE SERGIO DE FREITAS PACHECO,2,1,77,1.0,46,59.74,435.06,Grupo 3,64.9,89.13,74.8,18.4,6.8,De 61 a 90 alunos
MG,Gurinhatã,EE DE GURINHATA,2,1,19,0.0,14,73.68,428.51,Grupo 3,27.1,85.71,80.0,5.0,15.0,De 1 a 30 alunos
MG,Ipiaçu,EE BENEDITO WALDEMAR DA SILVA,2,1,18,0.0,14,77.78,405.74,Grupo 3,58.1,78.57,63.2,8.8,28.0,De 1 a 30 alunos
MG,Ituiutaba,EE CORONEL TONICO FRANCO,2,1,137,0.0,91,66.42,463.6,Grupo 3,67.8,76.92,65.6,23.1,11.3,Maior que 90 alunos
MG,Ituiutaba,EE GOVERNADOR ISRAEL PINHEIRO,2,1,159,1.0,123,77.36,486.93,Grupo 4,64.1,72.36,53.4,42.3,4.3,Maior que 90 alunos
MG,Ituiutaba,EE ANTONIO SOUZA MARTINS,2,1,126,2.0,82,65.08,448.51,Grupo 3,79.3,73.17,57.2,20.4,22.4,Maior que 90 alunos
MG,Santa Vitória,EE PREFEITO JOSE FRANCO DE GOUVEIA,2,1,111,0.0,64,57.66,433.81,Grupo 3,71.5,81.25,91.9,2.8,5.3,Maior que 90 alunos
MG,Ituiutaba,ESCOLA MUNICIPAL MACHADO DE ASSIS DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E ENSINO MEDIO,3,1,96,1.0,85,88.54,473.09,Grupo 4,60.3,94.12,75.4,22.3,2.3,Maior que 90 alunos
MG,Ituiutaba,COL STA TERESA,4,1,17,0.0,17,100.0,601.62,Grupo 5,56.8,82.35,96.8,3.2,0.0,De 1 a 30 alunos
MG,Ituiutaba,COLEGIO NACIONAL DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL ANOS INCIAIS E ANOS FINAIS E ENSINO MEDIO,4,1,16,0.0,16,100.0,590.56,Grupo 5,72.2,0.0,92.2,7.8,0.0,De 1 a 30 alunos
MG,Guimarânia,EE IRMAOS GUIMARAES,2,1,44,3.0,23,52.27,493.77,Grupo 3,64.9,91.3,90.9,3.9,5.2,De 31 a 60 alunos
MG,Iraí de Minas,EE PADRE EUSTAQUIO,2,1,72,2.0,41,56.94,463.34,Grupo 3,42.4,95.12,78.6,11.8,9.6,De 61 a 90 alunos
MG,Patrocínio,EE DOM LUSTOSA,2,1,222,0.0,145,65.32,457.56,Grupo 3,71.8,80.0,80.0,18.7,1.3,Maior que 90 alunos
MG,Patrocínio,EE IRMA GISLENE,2,1,47,0.0,26,55.32,493.87,Grupo 3,48.9,69.23,83.3,16.7,0.0,De 31 a 60 alunos
MG,Patrocínio,EE NELY AMARAL,2,1,73,1.0,38,52.05,444.32,Grupo 3,67.4,76.32,80.8,6.8,12.4,De 61 a 90 alunos
MG,Patrocínio,EE JOSE EDUARDO AQUINO,2,1,36,1.0,19,52.78,452.18,Grupo 3,71.2,73.68,79.7,9.9,10.4,De 31 a 60 alunos
MG,Patrocínio,EE ODILON BEHRENS,2,1,15,0.0,10,66.67,510.76,Grupo 4,48.6,80.0,98.4,1.6,0.0,De 1 a 30 alunos
MG,Serra do Salitre,EE SERRA DO SALITRE,2,1,84,0.0,42,50.0,464.26,Grupo 3,71.9,88.1,84.3,7.3,8.4,De 61 a 90 alunos
MG,Patrocínio,COL BERLAAR NOSSA SENHORA DO PATROCINIO,4,1,19,1.0,14,73.68,597.31,Grupo 5,61.5,71.43,100.0,0.0,0.0,De 1 a 30 alunos
MG,Patrocínio,COLEGIO ATENAS,4,1,42,1.0,41,97.62,595.68,Grupo 5,74.3,85.37,93.5,6.5,0.0,De 31 a 60 alunos
MG,Abadia dos Dourados,EE PEDRO ALVARES CABRAL,2,1,59,0.0,42,71.19,485.1,Grupo 3,64.3,90.48,86.0,7.7,6.3,De 31 a 60 alunos
MG,Cascalho Rico,EE BENEDITO VALADARES,2,1,18,0.0,10,55.56,421.52,Grupo 3,43.2,80.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Coromandel,EE JOAQUIM BOTELHO,2,1,170,1.0,141,82.94,480.2,Grupo 3,72.6,81.56,89.9,8.2,1.9,Maior que 90 alunos
MG,Monte Carmelo,EE GREGORIANO CANEDO,2,1,113,1.0,74,65.49,482.08,Grupo 4,60.5,86.49,76.7,12.9,10.4,Maior que 90 alunos
MG,Monte Carmelo,EE PROFESSOR VICENTE LOPES PEREZ,2,1,152,4.0,103,67.76,475.94,Grupo 4,75.0,83.5,81.9,9.1,9.0,Maior que 90 alunos
MG,Romaria,EE SANTA MARIA GORETTI,2,1,30,2.0,22,73.33,461.77,Grupo 3,60.4,86.36,82.9,9.9,7.2,De 1 a 30 alunos
MG,Monte Carmelo,COLEGIO NOSSA SENHORA DO AMPARO,4,1,13,0.0,13,100.0,599.02,Grupo 5,50.0,76.92,97.6,2.4,0.0,De 1 a 30 alunos
MG,Aguanil,EE PROFESSOR LEONIDES ALVARENGA,2,1,48,0.0,35,72.92,481.34,Grupo 3,78.6,80.0,81.5,11.2,7.3,De 31 a 60 alunos
MG,Campo Belo,EE PADRE ALBERTO FUGER,2,1,175,3.0,130,74.29,495.47,Grupo 3,69.9,85.38,72.1,20.5,7.4,Maior que 90 alunos
MG,Campo Belo,EE PROFESSOR JOSE MONTEIRO,2,1,149,2.0,116,77.85,488.27,Grupo 4,66.5,91.38,71.3,22.9,5.8,Maior que 90 alunos
MG,Cana Verde,EE DOUTOR JOSE ESTEVES DE ANDRADE BOTELHO,2,1,55,2.0,36,65.45,429.88,Grupo 3,67.5,91.67,92.2,1.8,6.0,De 31 a 60 alunos
MG,Candeias,EE PRESIDENTE KENNEDY,2,1,125,2.0,72,57.6,484.45,Grupo 3,72.2,86.11,93.0,2.8,4.2,Maior que 90 alunos
MG,Cristais,EE DOUTOR OSMAR BICALHO,2,1,71,1.0,55,77.46,458.68,Grupo 3,77.5,89.09,90.1,8.2,1.7,De 61 a 90 alunos
MG,Itapecerica,EE PADRE HERCULANO PAZ,2,1,126,0.0,71,56.35,499.99,Grupo 3,80.0,81.69,91.4,5.4,3.2,Maior que 90 alunos
MG,Itapecerica,EE LAMOUNIER GODOFREDO,2,1,16,0.0,13,81.25,464.5,Grupo 3,57.9,92.31,90.0,8.6,1.4,De 1 a 30 alunos
MG,Itapecerica,EE CARMELO MESQUITA,2,1,18,1.0,15,83.33,456.05,Grupo 3,50.0,93.33,93.4,6.6,0.0,De 1 a 30 alunos
MG,Lavras,EE AZARIAS RIBEIRO,2,1,92,8.0,50,54.35,457.89,Grupo 3,59.3,82.0,77.8,14.8,7.4,Maior que 90 alunos
MG,Lavras,EE DORA MATARAZZO,2,1,76,2.0,46,60.53,440.18,Grupo 3,65.8,69.57,67.8,21.1,11.1,De 61 a 90 alunos
MG,Lavras,EE FIRMINO COSTA,2,1,193,7.0,155,80.31,474.43,Grupo 3,42.8,76.13,77.8,16.1,6.1,Maior que 90 alunos
MG,Lavras,COLEGIO TIRADENTES PMMG,2,1,59,4.0,57,96.61,580.46,Grupo 5,67.3,59.65,88.8,11.2,0.0,De 31 a 60 alunos
MG,Oliveira,EE PROFESSOR PINHEIRO CAMPOS,2,1,338,2.0,187,55.33,466.23,Grupo 3,72.1,91.44,75.3,14.6,10.1,Maior que 90 alunos
MG,Perdões,EE JOAO MELO GOMIDE,2,1,106,3.0,58,54.72,483.18,Grupo 3,40.2,84.48,93.2,4.5,2.3,Maior que 90 alunos
MG,Perdões,EE CARMELITA CARVALHO GARCIA,2,1,64,3.0,37,57.81,448.88,Grupo 3,66.7,72.97,96.0,1.0,3.0,De 61 a 90 alunos
MG,Ribeirão Vermelho,EE ANTONIO NOVAIS,2,1,55,0.0,37,67.27,419.69,Grupo 3,81.3,91.89,81.6,15.6,2.8,De 31 a 60 alunos
MG,Santana do Jacaré,EE CARMELITA CARVALHO GARCIA,2,1,52,1.0,30,57.69,471.53,Grupo 3,65.3,100.0,85.6,3.3,11.1,De 31 a 60 alunos
MG,São Francisco de Paula,EE CORONEL MARIO CAMPOS,2,1,69,0.0,51,73.91,459.02,Grupo 3,75.0,98.04,89.5,7.5,3.0,De 61 a 90 alunos
MG,Campo Belo,COLEGIO DOM CABRAL,4,1,47,0.0,45,95.74,642.89,Grupo 5,54.2,88.89,98.8,1.2,0.0,De 31 a 60 alunos
MG,Lavras,COL N SRA DE LOURDES,4,1,32,6.0,32,100.0,656.37,Grupo 5,30.8,87.5,93.9,5.3,0.8,De 31 a 60 alunos
MG,Lavras,COLEGIO CENECISTA JUVENTINO DIAS,4,1,33,0.0,33,100.0,535.22,Grupo 4,58.6,75.76,97.0,3.0,0.0,De 31 a 60 alunos
MG,Lavras,INST PRESBITERIANO GAMMON,4,1,63,4.0,63,100.0,695.29,Grupo 6,49.2,90.48,99.5,0.5,0.0,De 61 a 90 alunos
MG,Perdões,ESC CENECISTA DULCE OLIVEIRA,4,1,31,0.0,31,100.0,579.79,Grupo 4,45.0,96.77,100.0,0.0,0.0,De 31 a 60 alunos
MG,Formoso,EE NOSSA SENHORA DE ABADIA,2,1,68,0.0,34,50.0,432.26,Grupo 2,56.1,91.18,82.3,9.4,8.3,De 61 a 90 alunos
MG,Montes Claros,EE LEVI DURAES PERES,2,1,279,0.0,190,68.1,459.61,Grupo 3,92.7,85.26,82.7,13.2,4.1,Maior que 90 alunos
MG,Belo Horizonte,COL COTEMIG FLORESTA,4,1,199,0.0,172,86.43,554.26,Grupo 5,58.7,78.49,84.2,15.8,0.0,Maior que 90 alunos
MG,Belo Horizonte,INST EDUC BAIAO SANTOS,4,1,17,0.0,17,100.0,575.23,Grupo 5,69.8,88.24,92.9,7.1,0.0,De 1 a 30 alunos
MG,Belo Horizonte,ESCOLA EDUCAR,4,1,22,0.0,22,100.0,642.43,Grupo 5,80.6,81.82,90.1,9.9,0.0,De 1 a 30 alunos
MG,Janaúba,ESC JANAUBENSE,4,1,39,0.0,38,97.44,528.09,Grupo 4,63.9,78.95,92.2,1.0,6.8,De 31 a 60 alunos
MG,Cássia,ESC ANA DE MELO AZEVEDO,4,1,17,0.0,17,100.0,615.41,Grupo 5,52.9,76.47,95.2,1.6,3.2,De 1 a 30 alunos
MG,Curvelo,INST PEQUENO PRINCIPE - EXPANSAO,4,1,13,0.0,12,92.31,557.61,Grupo 5,59.0,75.0,97.8,0.0,2.2,De 1 a 30 alunos
MG,Conselheiro Lafaiete,COL QUELUZ DE MINAS,4,1,12,0.0,12,100.0,566.36,Grupo 5,61.2,83.33,98.5,1.5,0.0,De 1 a 30 alunos
MG,Pedro Leopoldo,COLEGIO CLITA BATISTA,4,1,24,0.0,24,100.0,626.63,Grupo 6,64.3,75.0,95.6,4.4,0.0,De 1 a 30 alunos
MG,Santa Luzia,COL SAO BENEDITO,4,1,80,0.0,59,73.75,469.9,Grupo 4,16.7,79.66,97.4,1.3,1.3,De 61 a 90 alunos
MG,Patos de Minas,EE AGROTECNICA AFONSO QUEIROZ,2,2,25,0.0,16,64.0,482.73,Grupo 3,56.7,87.5,79.2,12.3,8.5,De 1 a 30 alunos
MG,Rio Pardo de Minas,EE PROFESSORA MARLENE CARMO,2,1,129,0.0,71,55.04,449.47,Grupo 3,65.9,85.92,90.1,6.9,3.0,Maior que 90 alunos
MG,Espinosa,EE BETANIA TOLENTINO SILVEIRA,2,1,228,0.0,120,52.63,458.17,Grupo 2,83.3,76.67,82.6,6.5,10.9,Maior que 90 alunos
MG,Betim,EE PROFESSOR OSVALDO FRANCO,2,1,156,0.0,86,55.13,460.17,Grupo 3,75.9,53.49,70.8,27.7,1.5,Maior que 90 alunos
MG,Unaí,EE DELVITO ALVES DA SILVA,2,1,166,0.0,111,66.87,437.62,Grupo 3,76.8,73.87,90.0,6.2,3.8,Maior que 90 alunos
MG,Pingo d'Água,EE PROFESSORA DINALVA MARIA DE SOUZA,2,1,43,0.0,23,53.49,473.77,Grupo 3,63.3,82.61,96.0,2.0,2.0,De 31 a 60 alunos
MG,Montes Claros,CENTRO EDUCACIONAL IMPAR,4,1,80,0.0,69,86.25,503.81,Grupo 3,55.9,62.32,96.2,3.3,0.5,De 61 a 90 alunos
MG,Visconde do Rio Branco,COL LOSANGO,4,1,15,0.0,13,86.67,600.78,Grupo 5,74.5,61.54,98.0,2.0,0.0,De 1 a 30 alunos
MG,Betim,EE DO BAIRRO AMAZONAS,2,1,127,0.0,84,66.14,463.68,Grupo 4,73.8,78.57,84.3,15.7,0.0,Maior que 90 alunos
MG,Guarani,EE JOSE ALVAREZ FILHO,2,1,76,1.0,62,81.58,470.05,Grupo 2,66.7,96.77,70.8,25.9,3.3,De 61 a 90 alunos
MG,Paracatu,COL SOMA,4,1,19,0.0,18,94.74,523.66,Grupo 4,42.1,61.11,96.8,3.2,0.0,De 1 a 30 alunos
MG,Santa Luzia,INST EDUC STA AMELIA,4,1,23,0.0,18,78.26,565.66,Grupo 4,48.5,72.22,97.4,2.6,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO,4,1,69,0.0,64,92.75,721.99,Grupo 6,84.0,48.44,80.1,19.9,0.0,De 61 a 90 alunos
MG,Belo Horizonte,INST EDUC GABRIELA LEOPOLDINA,4,1,31,0.0,31,100.0,687.0,Grupo 5,87.1,93.55,94.0,6.0,0.0,De 31 a 60 alunos
MG,Belo Horizonte,INSTITUTO EDUCACIONAL MANOEL PINHEIRO,4,1,36,0.0,31,86.11,600.95,Grupo 5,74.3,96.77,95.4,4.6,0.0,De 31 a 60 alunos
MG,Ipatinga,EE NILZA LUZIA DE SOUZA BUTTA,2,1,205,1.0,135,65.85,466.36,Grupo 3,67.3,63.7,77.6,11.6,10.8,Maior que 90 alunos
MG,Lavras,EE CINIRA CARVALHO,2,1,154,8.0,98,63.64,484.0,Grupo 3,78.5,77.55,84.9,12.7,2.4,Maior que 90 alunos
MG,Viçosa,EE RAUL DE LEONI,2,1,44,0.0,28,63.64,458.86,Grupo 3,67.0,75.0,85.3,9.8,4.9,De 31 a 60 alunos
MG,Pitangui,INSTITUTO TECNICO DE AGROPECUARIA E COOPERATIVISMO ANTONIO LUCIANO PEREIRA FILHO,2,2,36,0.0,25,69.44,490.87,Grupo 3,75.5,96.0,96.6,3.4,0.0,De 31 a 60 alunos
MG,Belo Horizonte,COLEGIO BATISTA GETSEMANI,4,1,19,0.0,19,100.0,609.75,Grupo 6,78.9,68.42,91.7,8.3,0.0,De 1 a 30 alunos
MG,Araxá,COLEGIO ATENA,4,1,35,0.0,32,91.43,615.17,Grupo 6,35.4,56.25,99.1,0.9,0.0,De 31 a 60 alunos
MG,Vespasiano,EE JOSE GABRIEL DE OLIVEIRA,2,1,167,0.0,90,53.89,444.1,Grupo 3,46.6,86.67,83.3,13.1,3.6,Maior que 90 alunos
MG,Coromandel,EE ALIRIO HERVAL,2,1,124,0.0,72,58.06,445.45,Grupo 3,61.8,80.56,83.3,3.7,13.0,Maior que 90 alunos
MG,Caratinga,ESC PROF JAIRO GROSSI,4,1,36,0.0,32,88.89,622.64,Grupo 5,75.0,81.25,97.0,3.0,0.0,De 31 a 60 alunos
MG,Juiz de Fora,ESCOLA CULTURA VIVA,4,1,12,0.0,11,91.67,428.92,Grupo 5,50.0,18.18,79.5,20.5,0.0,De 1 a 30 alunos
MG,Uberlândia,COL NACIONAL,4,1,424,0.0,404,95.28,658.1,Grupo 6,71.5,61.14,97.1,2.9,0.0,Maior que 90 alunos
MG,Belo Horizonte,COLEGIO HELENA BICALHO,4,1,34,0.0,32,94.12,530.41,Grupo 5,63.0,75.0,93.8,6.2,0.0,De 31 a 60 alunos
MG,Lagoa da Prata,COLEGIO AGUIA DE PRATA,4,1,12,0.0,10,83.33,612.11,Grupo 5,80.6,50.0,98.2,1.8,0.0,De 1 a 30 alunos
MG,Três Pontas,COLEGIO PROSPERI,4,1,16,0.0,15,93.75,618.59,Grupo 5,64.9,86.67,100.0,0.0,0.0,De 1 a 30 alunos
MG,Poços de Caldas,C EDUC SAO DOMINGOS,4,1,30,0.0,24,80.0,588.33,Grupo 6,61.8,66.67,97.6,2.4,0.0,De 1 a 30 alunos
MG,Betim,INSTITUTO EDUCACIONAL MARRIAN,4,1,19,0.0,18,94.74,638.09,Grupo 5,53.7,94.44,89.4,10.6,0.0,De 1 a 30 alunos
MG,Brumadinho,C EDUC MARIA MADALENA F PASS0S,4,1,22,0.0,20,90.91,572.45,Grupo 5,64.9,95.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Contagem,IEC-UNIDADE NOVO ELDORADO,3,1,39,0.0,29,74.36,512.17,Grupo 3,83.3,62.07,78.7,14.5,6.8,De 31 a 60 alunos
MG,Contagem,IEC-UNIDADE INDUSTRIAL,3,1,56,0.0,46,82.14,480.27,Grupo 3,100.0,28.26,86.8,12.2,1.0,De 31 a 60 alunos
MG,Contagem,IEC-UNIDADE PETROLANDIA,3,1,49,0.0,38,77.55,448.66,Grupo 3,97.8,78.95,63.5,34.5,2.0,De 31 a 60 alunos
MG,Patrocínio,COLEGIO EDUCACIONAL ABC DE ENSINO FUNDAMENTAL E MEDIO,4,1,20,2.0,20,100.0,586.07,Grupo 5,76.2,75.0,97.3,1.4,1.3,De 1 a 30 alunos
MG,Itanhandu,COLEGIO MINAS AUSTRAL - ENSINO FUNDAMENTAL E MEDIO,4,1,34,0.0,34,100.0,630.73,Grupo 5,70.5,79.41,98.1,1.9,0.0,De 31 a 60 alunos
