SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_MT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
RO,Ji-Paraná,E E E M JOVEM GONCALVES VILELA,2,1,230,0.0,206,89.57,473.82,Grupo 4,52.7,64.08,82.4,12.9,4.7,Maior que 90 alunos
RO,Nova Mamoré,EEEFM PROFESSORA MARIA LAURINDA GROFF,2,2,76,0.0,44,57.89,426.29,Grupo 2,44.5,93.18,86.6,0.7,12.7,De 61 a 90 alunos
RO,Porto Velho,EEEFM MARCELO CANDIA SUBSEDE I,2,1,65,0.0,60,92.31,474.83,Grupo 4,53.8,76.67,87.6,11.7,0.7,De 61 a 90 alunos
RO,Porto Velho,ESCOLA ANISIO TEIXEIRA,2,1,36,0.0,33,91.67,462.65,Grupo 3,69.2,45.45,86.7,8.9,4.4,De 31 a 60 alunos
RO,Pimenta Bueno,ESCOLA ESTADUAL DE EDUCACAO BASICA E PROFISSIONAL ABAITARA,2,2,57,0.0,46,80.7,438.14,Grupo 2,63.9,0.0,90.8,9.2,0.0,De 31 a 60 alunos
RO,Machadinho D'Oeste,COLEGIO DRUMMOND,4,1,11,0.0,10,90.91,477.09,Grupo 3,29.7,70.0,100.0,0.0,0.0,De 1 a 30 alunos
RO,Porto Velho,COLEGIO OBJETIVO MAIS,4,1,17,0.0,17,100.0,676.44,Grupo 6,72.7,0.0,100.0,0.0,0.0,De 1 a 30 alunos
RO,Porto Velho,COLEGIO TIRADENTES DA POLICIA MILITAR II UNIDADE JACI PARANA CTPMII,2,1,48,0.0,33,68.75,422.32,Grupo 3,65.9,0.0,75.4,13.2,11.4,De 31 a 60 alunos
RO,Ji-Paraná,IFRO - CAMPUS JI-PARANA,1,1,152,0.0,131,86.18,520.19,Grupo 3,81.8,99.24,91.8,7.6,0.6,Maior que 90 alunos
RO,Vilhena,EEEFM SHIRLEI CERUTI,2,1,134,3.0,89,66.42,447.33,Grupo 3,61.0,59.55,59.4,25.5,15.1,Maior que 90 alunos
RO,Vilhena,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DE RONDONIA - CAMPUS VILHENA,1,1,112,2.0,78,69.64,524.89,Grupo 3,71.2,100.0,85.9,13.3,0.8,Maior que 90 alunos
RO,Ariquemes,IFRO - CAMPUS ARIQUEMES,1,2,151,1.0,119,78.81,506.24,Grupo 3,71.3,95.8,88.1,8.6,3.3,Maior que 90 alunos
RO,Porto Velho,IFRO - CAMPUS PORTO VELHO CALAMA,1,1,190,0.0,144,75.79,503.82,Grupo 3,70.5,96.53,85.4,11.2,3.4,Maior que 90 alunos
RO,Cacoal,IFRO - CAMPUS CACOAL,1,1,30,0.0,29,96.67,530.99,Grupo 3,69.1,100.0,84.2,14.0,1.8,De 1 a 30 alunos
AC,Cruzeiro do Sul,ESC ANSELMO MAIA DE CARVALHO,2,1,70,4.0,43,61.43,389.43,Grupo 1,60.3,67.44,98.0,2.0,0.0,De 61 a 90 alunos
AC,Cruzeiro do Sul,ESC FLODOARDO CABRAL,2,1,436,10.0,244,55.96,428.49,Grupo 2,36.4,78.69,83.2,9.0,7.8,Maior que 90 alunos
AC,Cruzeiro do Sul,ESC CRAVEIRO COSTA,2,1,309,1.0,161,52.1,413.26,Grupo 1,37.7,72.05,84.9,3.1,12.0,Maior que 90 alunos
AC,Cruzeiro do Sul,ESC JUAREZ IBERNON,2,2,62,1.0,34,54.84,433.32,Grupo 1,38.5,70.59,77.3,12.5,10.2,De 61 a 90 alunos
AC,Cruzeiro do Sul,ESC MANOEL BRAZ DE MELO,2,2,95,5.0,54,56.84,421.3,Grupo 2,48.8,90.74,89.1,4.5,6.4,Maior que 90 alunos
AC,Cruzeiro do Sul,ESC MARIA DE NAZARE SANTIAGO,2,2,33,0.0,20,60.61,426.43,Grupo 1,24.4,80.0,95.0,1.7,3.3,De 31 a 60 alunos
AC,Cruzeiro do Sul,ESC INST ORFANOLOGICO SANTA TERESINHA,4,1,33,1.0,27,81.82,493.58,Grupo 4,30.8,85.19,92.7,6.4,0.9,De 31 a 60 alunos
AC,Mâncio Lima,ESC 1º DE MAIO,2,1,46,2.0,32,69.57,409.04,Grupo 2,59.0,84.38,89.0,4.1,6.9,De 31 a 60 alunos
AC,Capixaba,ESC ARGENTINA PEREIRA FEITOSA,2,1,70,0.0,54,77.14,429.25,Grupo 3,47.0,61.11,81.8,6.5,11.7,De 61 a 90 alunos
AC,Plácido de Castro,ESC SAO LUIZ GONZAGA,2,2,60,1.0,41,68.33,422.23,Grupo 3,37.9,82.93,84.7,4.8,10.5,De 31 a 60 alunos
AC,Rio Branco,ESC COLEGIO ADVENTISTA DE RIO BRANCO,4,1,80,2.0,66,82.5,459.46,Grupo 4,56.4,65.15,96.1,3.9,0.0,De 61 a 90 alunos
AC,Rio Branco,ESC CENTRO EDUCACIONAL E CULTURAL - META,4,1,159,0.0,152,95.6,532.06,Grupo 5,65.1,61.18,98.0,2.0,0.0,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO DE APLICACAO UFAC,1,1,14,0.0,14,100.0,447.98,Grupo 5,89.4,85.71,72.4,27.6,0.0,De 1 a 30 alunos
AC,Rio Branco,ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO,2,1,574,4.0,370,64.46,432.26,Grupo 2,65.9,42.97,66.6,20.8,12.6,Maior que 90 alunos
AC,Rio Branco,ESC DR JOAO BATISTA AGUIAR,2,1,197,1.0,107,54.31,424.77,Grupo 3,63.3,75.7,75.4,6.3,18.3,Maior que 90 alunos
AC,Rio Branco,ESC ALCIMAR NUNES LEITAO,2,1,92,3.0,70,76.09,431.58,Grupo 3,79.4,71.43,79.4,10.7,9.9,Maior que 90 alunos
AC,Rio Branco,ESC HUMBERTO SOARES DA COSTA,2,1,68,1.0,51,75.0,418.27,Grupo 2,65.3,52.94,91.5,8.5,0.0,De 61 a 90 alunos
AC,Rio Branco,ESC PROF JOSE RODRIGUES LEITE,2,1,283,1.0,268,94.7,449.43,Grupo 3,83.7,65.67,96.3,3.6,0.1,Maior que 90 alunos
AC,Rio Branco,ESC DR SANTIAGO DANTAS,2,2,50,2.0,28,56.0,424.38,Grupo 2,54.0,39.29,66.9,23.8,9.3,De 31 a 60 alunos
AC,Rio Branco,ESC PROF HELOISA MOURAO MARQUES,2,1,289,4.0,178,61.59,417.97,Grupo 2,53.1,62.36,61.9,31.6,6.5,Maior que 90 alunos
AC,Rio Branco,ESC INSTITUTO DE EDUCACAO LOURENCO FILHO,2,1,113,5.0,82,72.57,437.6,Grupo 3,61.2,75.61,68.5,24.1,7.4,Maior que 90 alunos
AC,Rio Branco,ESC LEONCIO DE CARVALHO,2,1,167,0.0,114,68.26,446.83,Grupo 3,79.7,81.58,84.8,8.1,7.1,Maior que 90 alunos
AC,Rio Branco,ESC LOURIVAL SOMBRA PEREIRA LIMA,2,1,140,1.0,95,67.86,439.94,Grupo 3,84.4,74.74,80.1,8.0,11.9,Maior que 90 alunos
AC,Rio Branco,ESCOLA PRESBITERIANA JOAO CALVINO,2,1,407,7.0,366,89.93,440.51,Grupo 3,63.5,79.51,97.6,2.0,0.4,Maior que 90 alunos
AC,Porto Acre,ESC UNIAO E PROGRESSO,2,2,54,1.0,32,59.26,432.39,Grupo 2,43.7,53.13,92.9,2.2,4.9,De 31 a 60 alunos
AC,Rio Branco,ESC INSTITUTO IMACULADA CONCEICAO,4,1,41,0.0,35,85.37,480.3,Grupo 4,71.4,91.43,96.2,3.2,0.6,De 31 a 60 alunos
AC,Rio Branco,ESC INSTITUTO SAO JOSE,2,1,131,1.0,125,95.42,487.25,Grupo 4,100.0,94.4,97.9,1.9,0.2,Maior que 90 alunos
AC,Senador Guiomard,ESC 15 DE JUNHO,2,1,251,2.0,147,58.57,440.32,Grupo 2,69.1,79.59,76.3,10.2,13.5,Maior que 90 alunos
AC,Porto Acre,ESC CEL JOSE PLACIDO DE CASTRO,2,1,39,1.0,29,74.36,414.43,Grupo 2,31.3,93.1,100.0,0.0,0.0,De 31 a 60 alunos
AC,Porto Acre,ESC JADER SARAIVA MACHADO,2,2,39,1.0,30,76.92,437.98,Grupo 2,69.2,90.0,78.1,17.1,4.8,De 31 a 60 alunos
AC,Xapuri,ESC SAO MIGUEL,2,2,18,0.0,14,77.78,403.16,Grupo 1,38.5,64.29,86.5,8.1,5.4,De 1 a 30 alunos
AC,Acrelândia,ESC SANTA LUCIA III,2,2,33,0.0,22,66.67,459.9,Grupo 2,28.6,95.45,97.7,0.0,2.3,De 31 a 60 alunos
AC,Cruzeiro do Sul,ESC DOM HENRIQUE RUTH,2,1,385,11.0,239,62.08,444.19,Grupo 2,36.5,69.87,73.9,16.3,9.8,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO VITORIA,4,1,32,1.0,29,90.63,484.17,Grupo 5,37.1,62.07,88.0,12.0,0.0,De 31 a 60 alunos
AC,Acrelândia,ESC MARCILIO PONTES DOS SANTOS,2,1,119,0.0,79,66.39,432.98,Grupo 2,50.6,73.42,80.2,13.4,6.4,Maior que 90 alunos
AC,Rodrigues Alves,ESC FRANCISCO BRAGA DE SOUZA,2,1,98,4.0,50,51.02,424.16,Grupo 2,69.2,92.0,88.8,4.7,6.5,Maior que 90 alunos
AC,Rio Branco,ESC ASSOCIACAO MODELAR DE ENSINO A M E,4,1,38,0.0,36,94.74,551.55,Grupo 5,30.8,63.89,95.3,4.7,0.0,De 31 a 60 alunos
AC,Plácido de Castro,ESC JOAO RICARDO DE FREITAS,2,1,112,0.0,73,65.18,440.38,Grupo 2,42.3,93.15,77.3,7.9,14.8,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO ALTERNATIVO DO ACRE LTDA,4,1,57,0.0,55,96.49,532.21,Grupo 5,56.1,69.09,94.7,5.3,0.0,De 31 a 60 alunos
AC,Rio Branco,ESC DE EDUCACAO BASCIA E PROFISSIONAL FUNDACAO BRADESCO,4,1,54,1.0,51,94.44,493.05,Grupo 3,69.2,98.04,97.4,2.6,0.0,De 31 a 60 alunos
AC,Rio Branco,ESC LOURIVAL PINHO,2,1,429,8.0,239,55.71,428.26,Grupo 2,68.1,69.87,69.5,11.3,19.2,Maior que 90 alunos
AC,Rio Branco,ESC GLORIA PEREZ,2,1,368,6.0,192,52.17,431.67,Grupo 2,64.2,50.52,80.4,9.1,10.5,Maior que 90 alunos
AC,Rio Branco,ESC JORNALISTA ARMANDO NOGUEIRA,2,1,519,8.0,281,54.14,423.24,Grupo 3,46.6,52.31,76.2,16.9,6.9,Maior que 90 alunos
AC,Rio Branco,ESC COLEGIO LATO SENSU,4,1,39,0.0,39,100.0,533.13,Grupo 6,92.1,79.49,100.0,0.0,0.0,De 31 a 60 alunos
AC,Rio Branco,ESC JOSE RIBAMAR BATISTA,2,1,272,10.0,227,83.46,440.48,Grupo 2,72.1,79.74,77.9,14.2,7.9,Maior que 90 alunos
AC,Rio Branco,ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO,4,1,34,0.0,32,94.12,585.53,Grupo 6,63.0,75.0,98.7,1.3,0.0,De 31 a 60 alunos
AC,Jordão,ESC JAIRO DE FIGUEIREDO MELO,2,1,85,2.0,43,50.59,411.4,Grupo 1,34.6,95.35,94.1,1.1,4.8,De 61 a 90 alunos
AC,Cruzeiro do Sul,IFAC - CAMPUS CRUZEIRO DO SUL,1,1,24,1.0,16,66.67,456.76,Grupo 2,84.3,100.0,83.1,16.1,0.8,De 1 a 30 alunos
AC,Xapuri,INSTITUTO FEDERAL DO ACRE - CAMPUS XAPURI,1,1,37,0.0,31,83.78,458.3,Grupo 3,67.5,90.32,93.5,2.6,3.9,De 31 a 60 alunos
AC,Rio Branco,IFAC - CAMPUS RIO BRANCO,1,1,10,0.0,10,100.0,453.82,Grupo 3,89.6,80.0,69.3,19.8,10.9,De 1 a 30 alunos
AC,Rio Branco,ESC COLEGIO SIGMA,4,1,19,0.0,15,78.95,597.96,Grupo 6,52.3,40.0,99.1,0.9,0.0,De 1 a 30 alunos
AC,Rio Branco,ESC PROF PEDRO MARTINELLO,2,1,96,4.0,68,70.83,408.23,Grupo 3,56.4,80.88,73.2,19.5,7.3,Maior que 90 alunos
AC,Rio Branco,ESC SEBASTIAO PEDROSA,2,1,254,3.0,156,61.42,424.01,Grupo 2,66.2,71.15,60.5,28.1,11.4,Maior que 90 alunos
AC,Rio Branco,ESC PROF CLICIA GADELHA,2,1,270,11.0,159,58.89,422.14,Grupo 2,70.9,77.36,68.1,19.4,12.5,Maior que 90 alunos
AC,Rio Branco,ESC BOA UNIAO ENSINO JOVEM,2,1,172,2.0,98,56.98,418.0,Grupo 3,56.8,58.16,61.2,37.7,1.1,Maior que 90 alunos
AM,Barcelos,ESCOLA ESTADUAL SAO FRANCISCO DE SALLES,2,1,62,0.0,44,70.97,454.19,Grupo 3,35.2,90.91,89.9,5.2,4.9,De 61 a 90 alunos
AM,São Gabriel da Cachoeira,ESCOLA ESTADUAL DOM JOAO MARCHESI,2,1,96,0.0,51,53.13,427.25,Grupo 3,30.0,66.67,92.7,1.7,5.6,Maior que 90 alunos
AM,São Gabriel da Cachoeira,ESCOLA ESTADUAL SAO GABRIEL,2,1,93,0.0,62,66.67,453.67,Grupo 3,44.2,79.03,80.3,16.8,2.9,Maior que 90 alunos
AM,Santo Antônio do Içá,ESCOLA ESTADUAL SANTO ANTONIO,2,1,204,0.0,117,57.35,407.41,Grupo 2,49.5,88.89,88.3,11.7,0.0,Maior que 90 alunos
AM,São Paulo de Olivença,ESCOLA ESTADUAL Nª Sª DA ASSUNCAO,2,1,184,1.0,117,63.59,430.76,Grupo 2,37.6,90.6,89.3,4.0,6.7,Maior que 90 alunos
AM,Tabatinga,ESCOLA ESTADUAL DUQUE DE CAXIAS,2,1,179,0.0,109,60.89,409.82,Grupo 3,39.1,74.31,79.2,20.8,0.0,Maior que 90 alunos
AM,Alvarães,ESCOLA ESTADUAL PROF JOHANNES PETRUS,2,1,117,0.0,76,64.96,415.04,Grupo 3,45.7,94.74,85.1,1.7,13.2,Maior que 90 alunos
AM,Tefé,CENTRO EDUCACIONAL GOVERNADOR GILBERTO MESTRINHO,2,1,256,0.0,209,81.64,432.14,Grupo 3,65.4,78.95,93.8,5.2,1.0,Maior que 90 alunos
AM,Anori,ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA,2,1,153,0.0,87,56.86,408.86,Grupo 2,18.0,91.95,91.3,3.4,5.3,Maior que 90 alunos
AM,Caapiranga,ESCOLA ESTADUAL CARMINA DE CASTRO,2,1,91,3.0,48,52.75,415.68,Grupo 3,54.1,93.75,88.6,6.2,5.2,Maior que 90 alunos
AM,Coari,ESCOLA ESTADUAL NOSSA SENHORA DO PERPETUO SOCORRO,2,1,253,3.0,182,71.94,408.1,Grupo 2,50.7,85.16,90.1,6.9,3.0,Maior que 90 alunos
AM,Coari,ESCOLA ESTADUAL MARIA ALMEIDA DO NASCIMENTO,2,1,108,0.0,60,55.56,412.9,Grupo 3,49.1,61.67,81.8,4.7,13.5,Maior que 90 alunos
AM,Coari,INSTITUTO BEREANO DE COARI,2,1,100,0.0,54,54.0,411.94,Grupo 3,40.8,81.48,83.8,5.8,10.4,Maior que 90 alunos
AM,Careiro,ESCOLA ESTADUAL SENADOR FABIO LUCENA,2,2,59,0.0,32,54.24,408.85,Grupo 2,30.4,81.25,91.6,0.5,7.9,De 31 a 60 alunos
AM,Careiro da Várzea,ESCOLA ESTADUAL TIBURCIO ALVES MOGEIRO,2,2,36,0.0,22,61.11,378.67,Grupo 1,17.4,95.45,94.7,0.0,5.3,De 31 a 60 alunos
AM,Careiro da Várzea,ESCOLA ESTADUAL ALBERTO SANTOS MIGUEIS,2,2,32,0.0,16,50.0,396.31,Grupo 2,17.6,81.25,93.3,0.8,5.9,De 31 a 60 alunos
AM,Iranduba,ESCOLA ESTADUAL ISAIAS VASCONCELOS,2,1,281,1.0,148,52.67,415.83,Grupo 3,43.6,80.41,80.3,10.7,9.0,Maior que 90 alunos
AM,Manacapuru,ESCOLA ESTADUAL NOSSA SENHORA DE NAZARE,2,1,512,0.0,316,61.72,417.84,Grupo 2,56.4,84.49,81.5,16.1,2.4,Maior que 90 alunos
AM,Manaus,ASSOCIACAO DE CIENCIAS EDUCACAO E TECNOLOGIA DA AMAZONIA - COLEGIO MARTHA FALCAO,4,1,77,0.0,62,80.52,515.22,Grupo 6,54.4,54.84,87.3,7.3,5.4,De 61 a 90 alunos
AM,Manaus,INSTITUTO HILDA FERREIRA,4,1,33,0.0,29,87.88,519.33,Grupo 5,54.9,68.97,97.8,2.2,0.0,De 31 a 60 alunos
AM,Manaus,REDE SESI DE EDUCACAO - AMAZONAS - UNIDADE DE EDUCACAO DRA EMINA BARBOSA MUSTAFA,4,1,50,0.0,39,78.0,465.37,Grupo 4,61.9,71.79,95.0,4.5,0.5,De 31 a 60 alunos
AM,Manaus,CENTRO EDUCACIONAL ALVARO BOTELHO MAIA,4,1,15,0.0,11,73.33,490.12,Grupo 4,61.8,36.36,98.0,2.0,0.0,De 1 a 30 alunos
AM,Manaus,CENTRO EDUCACIONAL RAIMUNDO BELO FERREIRA,4,1,25,0.0,18,72.0,506.83,Grupo 4,40.5,61.11,97.3,1.3,1.4,De 1 a 30 alunos
AM,Manaus,CENTRO EDUCACIONAL SANTA TERESINHA,4,1,26,0.0,25,96.15,503.16,Grupo 5,76.9,68.0,98.9,1.1,0.0,De 1 a 30 alunos
AM,Manaus,CENTRO EDUCACIONAL LATO SENSU,4,1,127,0.0,121,95.28,679.01,Grupo 6,62.3,89.26,99.5,0.5,0.0,Maior que 90 alunos
AM,Manaus,CENTRO EDUCACIONAL CASIMIRO DE ABREU,4,1,57,0.0,42,73.68,462.72,Grupo 4,75.6,61.9,94.0,6.0,0.0,De 31 a 60 alunos
AM,Manaus,CENTRO EDUCACIONAL FUCAPI LYNALDO CAVALCANTE DE ALBUQUERQUE CEEF,4,1,39,0.0,36,92.31,550.2,Grupo 5,45.8,58.33,85.4,13.9,0.7,De 31 a 60 alunos
AM,Manaus,CENTRO EDUCACIONAL LA SALLE,4,1,237,0.0,217,91.56,528.47,Grupo 6,74.8,68.2,84.5,15.5,0.0,Maior que 90 alunos
AM,Manaus,CENTRO EDUCACIONAL RECANTO DA CRIANCA INTERATIVO,4,1,37,0.0,31,83.78,427.52,Grupo 4,23.1,83.87,99.2,0.8,0.0,De 31 a 60 alunos
AM,Manaus,CENTRO EDUC SILVIA GUERRA,4,1,75,0.0,56,74.67,445.6,Grupo 4,30.8,57.14,96.8,2.0,1.2,De 61 a 90 alunos
AM,Manaus,ESCOLAS IDAAM - UNIDADE DJALMA BATISTA,4,1,252,0.0,232,92.06,541.12,Grupo 5,70.3,0.0,97.3,2.7,0.0,Maior que 90 alunos
AM,Manaus,ESCOLA CONCORDIA DE ENSINO FUNDAMENTAL E MEDIO DA ULBRA,4,1,16,1.0,12,75.0,460.24,Grupo 5,61.5,66.67,99.0,0.0,1.0,De 1 a 30 alunos
AM,Manaus,COLEGIO AMAZONENSE DOM PEDRO II,2,1,436,0.0,385,88.3,443.2,Grupo 3,85.7,65.19,89.9,6.5,3.6,Maior que 90 alunos
AM,Manaus,COLEGIO MILITAR DE MANAUS,1,1,172,0.0,135,78.49,616.05,Grupo 5,82.0,57.04,92.7,7.3,0.0,Maior que 90 alunos
AM,Manaus,ASSOCIACAO EDUCACIONAL MARIA AUXILIADORA,4,1,38,0.0,37,97.37,520.31,Grupo 5,55.1,81.08,86.2,13.8,0.0,De 31 a 60 alunos
AM,Manaus,COLEGIO SANTA DOROTEIA,4,1,88,0.0,75,85.23,512.02,Grupo 5,71.8,62.67,91.5,8.5,0.0,De 61 a 90 alunos
AM,Manaus,COLEGIO BRASILEIRO PEDRO SILVESTRE,2,1,255,1.0,189,74.12,426.92,Grupo 3,83.7,62.43,90.9,2.7,6.4,Maior que 90 alunos
AM,Manaus,COLEGIO MILITAR DA POLICIA MILITAR DO AMAZONAS,2,1,167,1.0,164,98.2,519.55,Grupo 5,77.6,76.83,89.6,9.6,0.8,Maior que 90 alunos
AM,Manaus,COL DOM BOSCO,4,1,113,0.0,107,94.69,517.57,Grupo 5,82.5,87.85,90.4,8.7,0.9,Maior que 90 alunos
AM,Manaus,COLEGIO PALAS ATENA,4,1,16,0.0,16,100.0,583.56,Grupo 5,66.7,68.75,98.4,1.6,0.0,De 1 a 30 alunos
AM,Manaus,IFAM - CAMPUS MANAUS ZONA LESTE,1,1,119,0.0,113,94.96,444.46,Grupo 3,31.7,90.27,85.0,9.4,5.6,Maior que 90 alunos
AM,Manaus,ESCOLA DE EDUCACAO BASICA E PROFISSIONAL FUNDACAO BRADESCO,4,1,77,0.0,71,92.21,513.29,Grupo 3,76.9,97.18,94.8,4.8,0.4,De 61 a 90 alunos
AM,Manaus,ESCOLA ESTADUAL 1º DE MAIO,2,1,39,0.0,22,56.41,403.69,Grupo 3,78.6,68.18,90.1,0.7,9.2,De 31 a 60 alunos
AM,Manaus,ESCOLA ESTADUAL DESEMBARGADOR ANDRE VIDAL DE ARAUJO,2,1,276,5.0,154,55.8,411.55,Grupo 3,85.7,62.99,87.2,3.1,9.7,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL ANGELO RAMAZZOTTI,2,1,394,0.0,272,69.04,429.1,Grupo 3,91.6,54.78,68.7,17.1,14.2,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL D MILTON CORREA PEREIRA,2,1,262,0.0,143,54.58,421.8,Grupo 3,79.9,62.94,75.2,8.7,16.1,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL DR JOSE MILTON BANDEIRA,2,1,281,0.0,159,56.58,418.68,Grupo 3,70.1,59.75,91.7,1.9,6.4,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL ENGº ARTHUR AMORIM,2,1,165,0.0,84,50.91,416.05,Grupo 4,73.4,64.29,71.9,9.7,18.4,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL FARIAS BRITTO,2,1,87,0.0,54,62.07,410.29,Grupo 3,69.0,59.26,79.3,6.3,14.4,De 61 a 90 alunos
AM,Manaus,ESCOLA ESTADUAL LIBERALINA WEILL,2,1,158,1.0,115,72.78,411.38,Grupo 3,50.3,66.09,97.8,0.2,2.0,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL LUIZINHA NASCIMENTO,2,1,50,0.0,29,58.0,419.67,Grupo 3,77.8,75.86,75.8,14.0,10.2,De 31 a 60 alunos
AM,Manaus,ESCOLA ESTADUAL MARCIO NERY,2,1,398,0.0,250,62.81,423.81,Grupo 3,85.6,63.6,79.2,5.5,15.3,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL PROFª ONDINA DE PAULA RIBEIRO,2,1,274,1.0,169,61.68,416.93,Grupo 3,66.4,69.82,74.5,6.4,19.1,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL PRESIDENTE CASTELO BRANCO,2,1,459,0.0,274,59.69,419.62,Grupo 3,83.4,62.41,76.1,4.5,19.4,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL RUY ARAUJO,2,1,241,0.0,165,68.46,420.48,Grupo 3,78.8,53.33,93.0,0.7,6.3,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL SANT ANA,2,1,312,0.0,211,67.63,408.28,Grupo 3,64.3,62.09,86.4,7.9,5.7,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL SENADOR PETRONIO PORTELLA,2,1,171,0.0,160,93.57,469.97,Grupo 3,84.4,78.13,99.8,0.2,0.0,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL SOLON DE LUCENA,2,1,709,0.0,449,63.33,424.05,Grupo 3,89.1,61.47,75.5,14.5,10.0,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL TIRADENTES,2,1,254,0.0,131,51.57,413.66,Grupo 3,65.2,67.94,65.3,6.8,27.9,Maior que 90 alunos
AM,Manaus,CESF - CENTRO EDUCACIONAL SAO FRANCISCO,4,1,15,0.0,13,86.67,464.0,Grupo 4,33.3,61.54,97.8,2.2,0.0,De 1 a 30 alunos
AM,Manaus,CAMPUS MANAUS-CENTRO,1,1,104,0.0,98,94.23,593.88,Grupo 3,12.6,90.82,84.8,12.4,2.8,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL BRIG JOAO CAMARAO TELLES RIBEIRO,2,1,113,0.0,97,85.84,451.75,Grupo 4,47.0,79.38,96.2,2.6,1.2,Maior que 90 alunos
AM,Manaus,ESCOLA VOCACIONAL MASROUR,4,1,37,0.0,27,72.97,453.86,Grupo 4,70.6,66.67,94.6,3.6,1.8,De 31 a 60 alunos
AM,Manaus,ESCOLA ESTADUAL DORVAL PORTO,2,1,259,1.0,130,50.19,404.81,Grupo 3,74.4,68.46,73.3,6.5,20.2,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL FREI SILVIO VAGHEGGI,2,1,210,8.0,150,71.43,431.2,Grupo 3,83.5,62.0,89.8,1.9,8.3,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL HOMERO DE MIRANDA LEAO,2,1,293,2.0,204,69.62,423.3,Grupo 3,80.2,67.16,95.9,0.8,3.3,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL JOAO BOSCO PANTOJA EVANGELISTA,2,1,165,0.0,127,76.97,417.04,Grupo 3,77.9,64.57,96.8,3.0,0.2,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL PROF JOSE BERNARDINO LINDOSO,2,1,407,1.0,225,55.28,419.63,Grupo 3,79.3,83.11,77.6,6.9,15.5,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL MARIA AMELIA DO ESPIRITO SANTO,2,1,180,0.0,166,92.22,443.79,Grupo 3,82.3,66.87,97.3,2.7,0.0,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL MARIA DO CEU VAZ DOLIVEIRA,2,1,18,0.0,15,83.33,412.96,Grupo 3,80.6,80.0,96.6,0.0,3.4,De 1 a 30 alunos
AM,Manaus,ESCOLA ESTADUAL NATHALIA UCHOA,2,1,64,0.0,47,73.44,420.68,Grupo 4,70.9,65.96,92.8,1.4,5.8,De 61 a 90 alunos
AM,Manaus,ESCOLA ESTADUAL SENADOR JOAO BOSCO RAMOS DE LIMA,2,1,524,3.0,425,81.11,442.41,Grupo 3,81.4,58.59,85.6,7.6,6.8,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL ANTONIO DE LUCENA BITTENCOURT,2,1,382,0.0,233,60.99,414.03,Grupo 3,60.9,75.54,83.7,2.1,14.2,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL DEP JOSUE CLAUDIO DE SOUZA,2,1,357,0.0,193,54.06,415.08,Grupo 3,82.4,78.76,74.0,4.5,21.5,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL DR ISAAC SVERNER,2,1,622,0.0,350,56.27,410.61,Grupo 2,82.0,63.71,79.8,2.0,18.2,Maior que 90 alunos
AM,Manaus,ESCOLA ESTADUAL MARIA DA LUZ CALDERARO,2,1,454,1.0,252,55.51,418.76,Grupo 3,83.5,56.35,83.6,5.4,11.0,Maior que 90 alunos
